ifInOctets11,ifOutOctets11,ifoutDiscards11,ifInUcastPkts11,ifInNUcastPkts11,ifInDiscards11,ifOutUcastPkts11,ifOutNUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpEstabResets,tcp?ActiveOpens,udpInDatagrams,udpOutDatagrams,udpInErrors,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,ipOutDiscards,ipInDiscards,ipForwDatagrams,ipOutNoRoutes,ipInAddrErrors,icmpInMsgs,icmpInDestUnreachs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps,class,anomaly
3118220352,1072226085,0,64896088,22199,0,10335890,5051,1,898,705,65,14,0,5,3,328674,261910,1,22,75307488,333787,262691,569,23,75236079,7,0,69,38,54,23,31,31,normal,0
3156239734,1072250469,0,64921479,22206,0,10336342,5051,1,898,705,65,14,0,5,3,328938,262162,1,22,75341080,334050,262943,569,23,75269549,7,0,69,38,54,23,31,31,normal,0
3224621382,1072294971,0,64967148,22242,0,10337167,5051,1,898,705,65,14,0,5,3,329200,262414,1,22,75375477,334312,263195,569,23,75303983,7,0,69,38,54,23,31,31,normal,0
3268957716,1072323555,0,64996758,22258,0,10337697,5051,1,898,705,65,14,0,5,3,329457,262666,1,22,75410300,334569,263447,569,23,75339099,7,0,69,38,54,23,31,31,normal,0
3308550212,1072347885,0,65023197,22265,0,10338148,5051,1,898,705,65,14,0,5,3,329709,262918,1,22,75446206,334821,263699,569,23,75374962,7,0,69,38,54,23,31,31,normal,0
3381537504,1072393239,0,65071936,22280,0,10338989,5051,1,898,705,65,14,0,5,3,329966,263170,1,22,75482145,335078,263951,569,23,75410938,7,0,69,38,54,23,31,31,normal,0
3426318210,1072421121,0,65101840,22289,0,10339506,5051,1,898,705,65,14,0,5,3,330228,263422,1,22,75518061,335340,264203,569,23,75446664,7,0,69,38,54,23,31,31,normal,0
3465976510,1072445505,0,65128323,22296,0,10340260,5051,1,898,705,65,14,0,5,3,330485,263674,1,22,75553912,335597,264455,569,23,75482495,7,0,69,38,54,23,31,31,normal,0
3539681736,1072491237,0,65177541,22311,0,10340806,5051,1,898,705,65,14,0,5,3,330737,263926,1,22,75589613,335849,264707,569,23,75518192,7,0,69,38,54,23,31,31,normal,1
1955835627,66575440,0,8678325,9555,0,1211378,2545,2,756,612,54,0,0,4,6,65473,32868,2,35,10010800,68234,33566,196,37,9976933,7,6,47,27,41,21,20,20,normal,1
2147698235,69252268,0,8826559,9569,0,1260950,2545,2,756,612,54,0,0,4,6,65827,33120,2,35,10132227,68589,33818,196,37,10097625,7,6,47,27,41,21,20,20,normal,1
2236323355,70544344,0,8896208,9585,0,1284878,2545,2,756,612,54,0,0,4,6,66186,33372,2,35,10223447,68947,34070,196,37,10188499,7,6,47,27,41,21,20,20,normal,0
2315118839,71688298,0,8958441,9607,0,1306063,2545,2,756,612,54,0,0,4,6,66547,33624,2,35,10313126,69309,34322,196,37,10278091,7,6,47,27,41,21,20,20,normal,0
2388904779,72757310,0,9016718,9621,0,1325849,2549,2,756,612,54,0,0,4,6,66906,33876,2,35,10402804,69667,34574,196,37,10367640,7,6,47,27,41,21,20,20,normal,0
2462770847,73829148,0,9075058,9629,0,1345696,2550,2,756,612,54,0,0,4,6,67230,34128,2,35,10492268,69991,34826,196,37,10457014,7,6,47,27,41,21,20,20,normal,0
2536556547,74900458,0,9133335,9637,0,1365533,2551,2,756,612,54,0,0,4,6,67523,34380,2,35,10581645,70284,35078,196,37,10546365,7,6,47,27,41,21,20,20,normal,0
2610420835,76688620,0,9230659,9649,0,1398648,2551,2,756,612,54,0,0,4,6,67809,34632,2,35,10670910,70570,35330,196,37,10635567,7,6,47,27,41,21,20,20,normal,0
2743516399,77902640,0,9296794,9659,0,1421128,2552,2,756,612,54,0,0,4,6,68093,34884,2,35,10760068,70854,35582,196,37,10724739,7,6,47,27,41,21,20,20,normal,0
2828151421,79129019,0,9363641,9667,0,1443835,2553,2,756,612,54,0,0,4,6,68379,35137,2,35,10849645,71140,35835,196,37,10814264,7,6,47,27,41,21,20,20,normal,0
2905639497,80252033,0,9424842,9675,0,1464632,2553,2,756,612,54,0,0,4,6,68663,35389,2,35,10938744,71424,36087,196,37,10903354,7,6,47,27,41,21,20,20,normal,0
2979503845,81321725,0,9483181,9683,0,1484442,2553,2,756,612,54,0,0,4,6,68950,35641,2,35,11027821,71712,36339,196,37,10992339,7,6,47,27,41,21,20,20,normal,0
3053297411,82391063,0,9541463,9691,0,1504245,2553,2,756,612,54,0,0,4,6,69237,35893,2,35,11116816,71999,36591,196,37,11081393,7,6,47,27,41,21,20,20,normal,0
3127159203,83460929,0,9599801,9699,0,1524059,2553,2,756,612,54,0,0,4,6,69528,36147,2,35,11205891,72290,36845,196,37,11170335,7,6,47,27,41,21,20,20,normal,0
3201022606,84531254,0,9696933,9735,0,1557053,2554,2,756,612,54,0,0,4,6,69818,36399,2,35,11294868,72579,37097,196,37,11259268,7,6,47,27,41,21,20,20,normal,0
3333124658,86452558,0,9762510,9767,0,1579370,2557,2,794,642,58,0,4,4,6,70110,36659,2,35,11384213,72913,37389,196,37,11348548,7,6,51,29,43,21,22,22,normal,0
3417303954,87674388,0,9829011,9780,0,1601987,2557,2,810,654,58,0,0,4,6,70395,36911,2,35,11473139,73215,37653,196,37,11437415,7,6,51,29,43,21,22,22,normal,0
3496103466,88818762,0,9891262,9788,0,1623174,2557,2,810,654,58,0,0,4,6,70679,37163,2,35,11562094,73499,37905,196,37,11526336,7,6,51,29,43,21,22,22,normal,0
3569966826,89892186,0,9949628,9801,0,1643042,2557,2,810,654,58,0,0,4,6,70970,37415,2,35,11651310,73789,38157,196,37,11615520,7,6,51,29,43,21,22,22,normal,0
3643605600,90963006,0,10007819,9809,0,1662862,2557,2,810,654,58,0,0,4,6,71266,37667,2,35,11741000,74085,38409,196,37,11705229,7,6,51,29,43,21,22,22,normal,0
3717468038,92037750,0,10066184,9817,0,1682754,2557,2,810,654,58,0,0,4,6,71563,37919,2,35,11829850,74382,38661,196,37,11793946,7,6,51,29,43,21,22,22,normal,0
3791103580,93115775,0,10124371,9836,0,1715826,2629,2,810,654,58,0,0,4,6,71884,38279,2,35,11918852,74775,39021,196,37,11882906,7,6,51,29,43,21,22,22,normal,0
3922052920,95051638,0,10227846,9866,0,1737825,2629,2,810,654,58,0,0,4,6,72188,38531,2,35,12008095,75079,39273,196,37,11972194,7,6,51,29,43,21,22,22,normal,0
4006304464,96274864,0,10294401,9880,0,1760473,2629,2,810,654,58,0,0,4,6,72479,38783,2,35,12097271,75370,39525,196,37,12061237,7,6,51,29,43,21,22,22,normal,0
4086489208,97437556,0,10357731,9924,0,1782005,2629,2,810,654,58,0,0,4,6,72793,39035,2,35,12186056,75684,39777,196,37,12149958,7,6,51,29,43,21,22,22,normal,0
4160197604,98505790,0,10415946,9946,0,1801788,2629,2,810,654,58,0,0,4,6,73083,39287,2,35,12274782,75974,40029,196,37,12238710,7,6,51,29,43,21,22,22,normal,0
4234066420,99575572,0,10474286,9962,0,1821599,2629,2,810,654,58,0,0,4,6,73374,39539,2,35,12363819,76265,40281,196,37,12327637,7,6,51,29,43,21,22,22,normal,0
12806232,100645090,0,10532503,9969,0,1841406,2629,2,810,654,58,0,0,4,6,73658,39791,2,35,12452303,76549,40533,196,37,12416093,7,6,51,29,43,21,22,22,normal,0
86671774,101715940,0,10590842,9977,0,1861237,2629,2,810,654,58,0,0,4,6,73943,40043,2,35,12541083,76834,40785,196,37,12504849,7,6,51,29,43,21,22,22,normal,0
214531248,103569224,0,10691827,9991,0,1895547,2633,2,810,654,58,0,0,4,6,74227,40295,2,35,12629660,77118,41037,196,37,12593394,7,6,51,29,43,21,22,22,normal,0
298393268,104784798,0,10758063,9999,0,1918056,2634,2,810,654,58,0,0,4,6,74518,40547,2,35,12718311,77409,41289,196,37,12682023,7,6,51,29,43,21,22,22,normal,0
381949004,105997762,0,10824057,10008,0,1940516,2635,2,810,654,58,0,0,4,6,74812,40799,2,35,12806914,77704,41541,196,37,12770552,7,6,51,29,43,21,22,22,normal,0
456482324,107069290,0,10882935,10015,0,1960360,2635,2,810,654,58,0,0,4,6,75102,41051,2,35,12896357,77993,41793,196,37,12859972,7,6,51,29,43,21,22,22,normal,0
532023640,108139844,0,10942625,10024,0,1980183,2636,2,810,654,58,0,0,4,6,75388,41303,2,35,12986589,78279,42045,196,37,12950203,7,6,51,29,43,21,22,22,normal,0
607556502,109209872,0,11002309,10031,0,1999999,2636,2,810,654,58,0,0,4,6,75672,41555,2,35,13076830,78564,42297,196,37,13040379,7,6,51,29,43,21,22,22,normal,0
683173224,110281196,0,11062059,10039,0,2019839,2636,2,810,654,58,0,0,4,6,75958,41807,2,35,13165446,78849,42549,196,37,13128852,7,6,51,29,43,21,22,22,normal,0
758783408,111352898,0,11121805,10052,0,2052933,2636,2,810,654,58,0,0,4,6,76241,42059,2,35,13253833,79132,42801,196,37,13217205,7,6,51,29,43,21,22,22,normal,0
891296142,113230754,0,11226510,10060,0,2074462,2636,2,810,654,58,0,0,4,6,76524,42311,2,35,13342026,79415,43053,196,37,13305363,7,6,51,29,43,21,22,22,normal,0
975029208,114417722,0,11292675,10076,0,2096444,2636,2,810,654,58,0,0,4,6,76814,42563,2,35,13430162,79705,43305,196,37,13393458,7,6,51,29,43,21,22,22,normal,0
1058758460,115604660,0,11358833,10113,0,2118425,2636,2,810,654,58,0,0,4,6,77108,42815,2,35,13518425,79999,43557,196,37,13481683,7,6,51,29,43,21,22,22,normal,0
1136787568,116709758,0,11420485,10139,0,2138890,2636,2,810,654,58,0,0,4,6,77398,43067,2,35,13606775,80289,43809,196,37,13569992,7,6,51,29,43,21,22,22,normal,0
1212399664,117780140,0,11480232,10151,0,2158713,2636,2,810,654,58,0,0,4,6,77681,43319,2,35,13694812,80572,44061,196,37,13657995,7,6,51,29,43,21,22,22,normal,0
1287939476,118851962,0,11539920,10159,0,2178562,2636,2,810,654,58,0,0,4,6,77967,43571,2,35,13782920,80858,44313,196,37,13746078,7,6,51,29,43,21,22,22,normal,0
1363552906,119922962,0,11599667,10171,0,2198396,2636,2,810,654,58,0,0,4,6,78253,43823,2,35,13871064,81144,44565,196,37,13834188,7,6,51,29,43,21,22,22,normal,0
1439166596,120994934,0,11659414,10179,0,2218248,2636,2,810,654,58,0,0,4,6,78537,44075,2,35,13959029,81428,44817,196,37,13922143,7,6,51,29,43,21,22,22,normal,0
1514549758,122063384,0,11718981,10187,0,2238035,2636,2,810,654,58,0,0,4,6,78822,44327,2,35,14047229,81713,45069,196,37,14010285,7,6,51,29,43,21,22,22,normal,0
1644616862,123904724,0,11821756,10200,0,2272135,2636,2,810,654,58,0,0,4,6,79117,44579,2,35,14135158,82008,45321,196,37,14098171,7,6,51,29,43,21,22,22,normal,0
1728346714,125114398,0,11887917,10209,0,2294100,2680,2,810,654,58,0,0,4,6,79441,44909,2,35,14223423,82384,45651,196,37,14186391,7,6,51,29,43,21,22,22,normal,0
1812154588,126315278,0,11954138,10217,0,2316062,2708,2,810,654,58,0,0,4,6,79741,45191,2,35,14311646,82704,45933,196,37,14274572,7,6,51,29,43,21,22,22,normal,0
1892460508,127451348,0,12017593,10225,0,2337101,2708,2,810,654,58,0,0,4,6,80085,45443,2,35,14399786,83048,46185,196,37,14362622,7,6,51,29,43,21,22,22,normal,0
1968078064,128520674,0,12077344,10236,0,2356904,2708,2,810,654,58,0,0,4,6,80431,45695,2,35,14487994,83394,46437,196,37,14450736,7,6,51,29,43,21,22,22,normal,0
2043374986,129586166,0,12136841,10244,0,2376636,2708,2,810,654,58,0,0,4,6,80778,45947,2,35,14576106,83741,46689,196,37,14538796,7,6,51,29,43,21,22,22,normal,0
2118989962,130657070,0,12196589,10252,0,2396468,2708,2,810,654,58,0,0,4,6,81121,46199,2,35,14664298,84084,46941,196,37,14626857,7,6,51,29,43,21,22,22,normal,0
2194604600,131726816,0,12256338,10259,0,2416279,2708,2,810,654,58,0,0,4,6,81470,46451,2,35,14752436,84434,47193,196,37,14714894,7,6,51,29,43,21,22,22,normal,0
2270241222,132796520,0,12316104,10267,0,2436089,2708,2,810,654,58,0,0,4,6,81822,46703,2,35,14840624,84785,47445,196,37,14802983,7,6,51,29,43,21,22,22,normal,0
2398167120,134608954,0,12417187,10280,0,2469640,2713,2,810,654,58,0,0,4,6,82169,46955,2,35,14928853,85132,47697,196,37,14891136,7,6,51,29,43,21,22,22,normal,0
2481890629,135794609,0,12483342,10292,0,2491590,2715,2,810,654,58,0,0,4,6,82514,47209,2,35,15017016,85478,47951,196,37,14979186,7,6,51,29,43,21,22,22,normal,0
2565620461,136981211,0,12549503,10302,0,2513565,2715,2,810,654,58,0,0,4,6,82862,47461,2,35,15105240,85826,48203,196,37,15067319,7,6,51,29,43,21,22,22,normal,0
2648224309,138157789,0,12614813,10327,0,2535263,2719,2,848,684,62,0,4,4,6,83216,47720,2,35,15193513,86224,48494,196,37,15155472,7,6,56,32,45,21,24,24,normal,0
2723839355,139229457,0,12674578,10335,0,2555101,2719,2,864,696,62,0,0,4,6,83565,47972,2,35,15281775,86587,48758,196,37,15243590,7,6,56,32,45,21,24,24,normal,0
2799371455,140298783,0,12734261,10342,0,2574904,2719,2,864,696,62,0,0,4,6,83912,48224,2,35,15369944,86934,49010,196,37,15331662,7,6,56,32,45,21,24,24,normal,0
2875869417,141369471,0,12794719,10350,0,2594732,2719,2,864,696,62,0,0,4,6,84256,48476,2,35,15459491,87279,49262,196,37,15421133,7,6,56,32,45,21,24,24,normal,0
2953430675,142439703,0,12856035,10358,0,2614552,2719,2,864,696,62,0,0,4,6,84604,48729,2,35,15549510,87627,49515,196,37,15511061,7,6,56,32,45,21,24,24,normal,0
3030990559,143511870,0,12917350,10366,0,2634403,2720,2,864,696,62,0,0,4,6,84948,48981,2,35,15639462,87971,49767,196,37,15600917,7,6,56,32,45,21,24,24,normal,0
3108549809,145296348,0,13019565,10385,0,2667450,2720,2,864,696,62,0,0,4,6,85302,49233,2,35,15729547,88324,50019,196,37,15690904,7,6,56,32,45,21,24,24,normal,0
3245860013,146476548,0,13087209,10428,0,2689306,2720,2,864,696,62,0,0,4,6,85674,49485,2,35,15819612,88696,50271,196,37,15780852,7,6,56,32,45,21,24,24,normal,0
3331982189,147664758,0,13155294,10449,0,2711311,2720,2,864,696,62,0,0,4,6,86033,49737,2,35,15909704,89055,50523,196,37,15870858,7,6,56,32,45,21,24,24,normal,0
3417946865,148852680,0,13223250,10462,0,2733310,2720,2,864,696,62,0,0,4,6,86383,49989,2,35,15999777,89406,50775,196,37,15960800,7,6,56,32,45,21,24,24,normal,0
3496206099,149933766,0,13285120,10469,0,2753331,2720,2,864,696,62,0,0,4,6,86738,50241,2,35,16089704,89761,51027,196,37,16050655,7,6,56,32,45,21,24,24,normal,0
3573605113,151001430,0,13346305,10483,0,2773103,2720,2,864,696,62,0,0,4,6,87094,50493,2,35,16179619,90117,51279,196,37,16140468,7,6,56,32,45,21,24,24,normal,0
3651166603,152071188,0,13407621,10490,0,2792914,2720,2,864,696,62,0,0,4,6,87447,50745,2,35,16269557,90469,51531,196,37,16230273,7,6,56,32,45,21,24,24,normal,0
3728648367,153139974,0,13468873,10498,0,2812707,2720,2,864,696,62,0,0,4,6,87796,50997,2,35,16359351,90819,51783,196,37,16319983,7,6,56,32,45,21,24,24,normal,0
3806207237,154209786,0,13530188,10505,0,2832519,2720,2,864,696,62,0,0,4,6,88141,51249,2,35,16451351,91163,52035,196,37,16412014,7,6,56,32,45,21,24,24,normal,0
3935542823,155995506,0,13632433,10519,0,2865589,2720,2,864,696,62,0,0,4,6,88491,51501,2,35,16543382,91514,52287,196,37,16503943,7,6,56,32,45,21,24,24,normal,0
4023602189,157248174,0,13702046,10541,0,2888073,2792,2,864,696,62,0,0,4,6,88886,51861,2,35,16635552,91981,52647,196,37,16596009,7,6,56,32,45,21,24,24,normal,0
4111595579,158461452,0,13771609,10550,0,2910542,2792,2,864,696,62,0,0,4,6,89237,52113,2,35,16727701,92332,52899,196,37,16688060,7,6,56,32,45,21,24,24,normal,0
4193775593,159595254,0,13836576,10559,0,2931539,2792,2,864,696,62,0,0,4,6,89571,52365,2,35,16819783,92665,53151,196,37,16780066,7,6,56,32,45,21,24,24,normal,0
4271344851,160665972,0,13897899,10566,0,2951368,2792,2,864,696,62,0,0,4,6,89875,52617,2,35,16911719,92970,53403,196,37,16871929,7,6,56,32,45,21,24,24,normal,0
53849103,161736606,0,13959143,10574,0,2971195,2792,2,864,696,62,0,0,4,6,90179,52869,2,35,17003745,93274,53655,196,37,16963904,7,6,56,32,45,21,24,24,normal,0
133079067,162807024,0,14021797,10641,0,2991018,2792,2,864,696,62,0,0,4,6,90661,53121,2,35,17099188,93757,53907,196,37,17059158,7,6,56,32,45,21,24,24,normal,0
214444371,163877432,0,14086174,10722,0,3024073,2796,2,864,696,62,0,0,4,6,90972,53373,2,35,17194869,94067,54159,196,37,17154811,7,6,56,32,45,21,24,24,normal,0
356714977,165749036,0,14198742,10738,0,3045488,2797,2,864,696,62,0,0,4,6,91258,53625,2,35,17290626,94352,54411,196,37,17250502,7,6,56,32,45,21,24,24,normal,0
449016733,166962894,0,14271776,10746,0,3067966,2798,2,864,696,62,0,0,4,6,91542,53877,2,35,17386121,94636,54663,196,37,17345969,7,6,56,32,45,21,24,24,normal,0
540063243,168160794,0,14343815,10755,0,3090149,2798,2,864,696,62,0,0,4,6,91827,54129,2,35,17481859,94921,54915,196,37,17441670,7,6,56,32,45,21,24,24,normal,0
621251805,169228162,0,14408055,10763,0,3109913,2799,2,864,696,62,0,0,4,6,92111,54381,2,35,17577281,95205,55167,196,37,17537072,7,6,56,32,45,21,24,24,normal,0
702699569,170298730,0,14472500,10770,0,3129739,2799,2,864,696,62,0,0,4,6,92397,54633,2,35,17672919,95491,55419,196,37,17632660,7,6,56,32,45,21,24,24,normal,0
784147449,171369298,0,14536945,10778,0,3149566,2799,2,864,696,62,0,0,4,6,92684,54885,2,35,17768477,95779,55671,196,37,17728183,7,6,56,32,45,21,24,24,normal,0
865420921,172437016,0,14601250,10800,0,3169340,2799,2,864,696,62,0,0,4,6,92988,55137,2,35,17864045,96083,55923,196,37,17823691,7,6,56,32,45,21,24,24,normal,0
1003265807,174248266,0,14710320,10820,0,3202881,2799,2,864,696,62,0,0,4,6,93288,55389,2,35,17959745,96383,56175,196,37,17919348,7,6,56,32,45,21,24,24,normal,0
1095736113,175462582,0,14783486,10829,0,3225369,2799,2,864,696,62,0,0,4,6,93572,55641,2,35,18055611,96667,56427,196,37,18015182,7,6,56,32,45,21,24,24,normal,0
1188377279,176679178,0,14856785,10853,0,3247899,2799,2,864,696,62,0,0,4,6,93858,55893,2,35,18151742,96952,56679,196,37,18111288,7,6,56,32,45,21,24,24,normal,0
1272570111,177787360,0,14923401,10871,0,3268422,2799,2,864,696,62,0,0,4,6,94142,56145,2,35,18247417,97236,56931,196,37,18206948,7,6,56,32,45,21,24,24,normal,0
1354005653,178857388,0,14987836,10883,0,3288238,2799,2,864,696,62,0,0,4,6,94434,56397,2,35,18343006,97528,57183,196,37,18302476,7,6,56,32,45,21,24,24,normal,0
1435380641,179927158,0,15052222,10891,0,3308049,2799,2,864,696,62,0,0,4,6,94793,56649,2,35,18438609,97889,57435,196,37,18397984,7,6,56,32,45,21,24,24,normal,0
1516815461,180995284,0,15116654,10953,0,3327830,2799,2,864,696,62,0,0,4,6,95171,56901,2,35,18534338,98265,57687,196,37,18493605,7,6,56,32,45,21,24,24,normal,0
1598194983,182063380,0,15224041,11035,0,3360821,2799,2,864,696,62,0,0,4,6,95589,57153,2,35,18630219,98684,57939,196,37,18589311,7,6,56,32,45,21,24,24,normal,0
1751154667,183969184,0,15302172,11132,0,3382904,2799,2,864,696,62,0,0,4,6,96044,57405,2,35,18739003,99140,58191,196,37,18698411,7,6,56,32,45,21,24,24,normal,0
1908534977,185204656,0,15427571,11215,0,3405784,2799,2,864,696,62,0,0,4,6,96452,57657,2,35,18887395,99546,58443,196,37,18846614,7,6,56,32,45,21,24,24,normal,0
2052152681,186334486,0,15542002,11244,0,3426707,2799,2,864,696,62,0,0,4,6,96817,57909,2,35,19035830,99911,58695,196,37,18994970,7,6,56,32,45,21,24,24,normal,0
2187828770,187401505,0,15650110,11268,0,3446463,2800,2,864,696,62,0,0,4,6,97250,58163,2,35,19184326,100344,58949,196,37,19143272,7,6,56,32,45,21,24,24,normal,0
2337989162,188424924,0,15769832,11342,0,3464560,2838,2,875,703,64,0,2,4,6,97721,58531,2,35,19363440,100923,59344,196,37,19322661,7,6,59,33,47,21,26,26,normal,0
2521960294,189236331,0,15916702,11405,0,3486348,2875,2,919,738,66,1,0,5,6,98086,58783,2,35,19553010,101310,59614,196,37,19512129,7,6,59,33,47,21,26,26,normal,0
2852110455,190676471,0,16179871,11418,0,3501301,2875,2,919,738,66,1,0,5,6,98442,59035,2,35,19742031,101667,59866,196,37,19701087,7,6,59,33,47,21,26,26,normal,0
3068657259,191603289,0,16352633,11427,0,3516470,2875,2,919,738,66,1,0,5,6,98797,59287,2,35,19929903,102021,60118,196,37,19888788,7,6,59,33,47,21,26,26,normal,0
3256000790,192380629,0,16502110,11436,0,3529352,2875,2,919,738,66,1,0,5,6,99150,59539,2,35,20116832,102377,60370,196,37,20075613,7,6,59,33,47,21,26,26,normal,0
3438528067,193084997,0,16648135,11443,0,3541212,2879,2,919,738,66,1,0,5,6,99504,59791,2,35,20303938,102729,60622,196,37,20262720,7,6,59,33,47,21,26,26,normal,0
3621137088,193796763,0,16794198,11451,0,3553225,2880,2,919,738,66,1,0,5,6,99859,60043,2,35,20490472,103085,60874,196,37,20448830,7,6,59,33,47,21,26,26,normal,0
3931406332,194996113,0,17042022,11465,0,3573486,2881,2,919,738,66,1,0,5,6,100212,60295,2,35,20672190,103436,61126,196,37,20630266,7,6,59,33,47,21,26,26,normal,0
4139398874,195794205,0,17208260,11473,0,3586908,2882,2,919,738,66,1,0,5,6,100566,60547,2,35,20855774,103791,61378,196,37,20814096,7,6,59,33,47,21,26,26,normal,0
57018510,196615001,0,17378005,11482,0,3600794,2901,2,919,738,66,1,0,5,6,100937,60833,2,35,21042513,104182,61666,196,37,21000818,7,6,59,33,47,21,26,26,normal,0
239819714,197326739,0,17524042,11489,0,3612729,2942,2,919,738,66,1,0,5,6,101334,61151,2,35,21229281,104598,61982,196,37,21187426,7,6,59,33,47,21,26,26,normal,0
422988136,198053533,0,17670445,11498,0,3624910,2973,2,919,738,66,1,0,5,6,101707,61433,2,35,21416511,104983,62264,196,37,21374601,7,6,59,33,47,21,26,26,normal,0
605183230,198762887,0,17816099,11505,0,3636843,2973,2,919,738,66,1,0,5,6,102061,61685,2,35,21601341,105337,62516,196,37,21559329,7,6,59,33,47,21,26,26,normal,0
922068659,199986373,0,18069467,11518,0,3657420,2973,2,919,738,66,1,0,5,6,102423,61937,2,35,21786772,105701,62768,196,37,21744789,7,6,59,33,47,21,26,26,normal,0
1135918653,200794827,0,18240445,11528,0,3671003,2973,2,919,738,66,1,0,5,6,102791,62189,2,35,21973614,106068,63020,196,37,21931285,7,6,59,33,47,21,26,26,normal,0
1335555185,201567834,0,18399984,11556,0,3684054,2974,2,919,738,66,1,0,5,6,103145,62442,2,35,22160279,106423,63273,196,37,22117921,7,6,59,33,47,21,26,26,normal,0
1518043913,202280322,0,18545844,11569,0,3695994,2974,2,919,738,66,1,0,5,6,103529,62694,2,35,22345729,106805,63525,196,37,22302882,7,6,59,33,47,21,26,26,normal,0
1696804964,202994604,0,18688837,11598,0,3708033,2974,2,919,738,66,1,0,5,6,103949,62946,2,35,22496616,107225,63777,196,37,22452887,7,6,59,33,47,21,26,26,normal,0
1801678654,203706310,0,18773316,11648,0,3721132,2974,2,919,738,66,1,0,5,6,104322,63198,2,35,22595170,107598,64029,196,37,22551611,7,6,59,33,47,21,26,26,normal,0
1959146234,204917308,0,18900120,11675,0,3743559,2974,2,919,738,66,1,0,5,6,104673,63450,2,35,22693838,107949,64281,196,37,22649787,7,6,59,33,47,21,26,26,normal,0
2063293118,205720522,0,18983957,11684,0,3758434,2974,2,919,738,66,1,0,5,6,105028,63702,2,35,22792592,108305,64533,196,37,22748583,7,6,59,33,47,21,26,26,normal,0
2171988284,206519722,0,19070817,11693,0,3773216,2974,2,919,738,66,1,0,5,6,105392,63954,2,35,22895040,108670,64785,196,37,22851054,7,6,59,33,47,21,26,26,normal,0
2273801306,207231850,0,19151421,11701,0,3786404,2974,2,919,738,66,1,0,5,6,105745,64206,2,35,23001564,109021,65037,196,37,22957433,7,6,59,33,47,21,26,26,normal,0
2374593902,207932602,0,19231274,11708,0,3799382,2974,2,919,738,66,1,0,5,6,106097,64458,2,35,23107408,109373,65289,196,37,23063185,7,6,59,33,47,21,26,26,normal,0
2475916488,208640950,0,19311489,11716,0,3812501,2974,2,919,738,66,1,0,5,6,106449,64710,2,35,23214067,109726,65541,196,37,23169748,7,6,59,33,47,21,26,26,normal,0
2576711412,209341792,0,19391342,11724,0,3825479,2974,2,919,738,66,1,0,5,6,106822,65028,2,35,23319923,110142,65865,196,37,23275531,7,6,59,33,47,21,26,26,normal,0
2748081646,210576550,0,19527049,11744,0,3847632,3046,2,919,738,66,1,0,5,6,107193,65322,2,35,23426419,110542,66153,196,37,23381897,7,6,59,33,47,21,26,26,normal,0
2863419920,211382194,0,19618379,11753,0,3862552,3046,2,919,738,66,1,0,5,6,107549,65574,2,35,23532372,110898,66405,196,37,23487877,7,6,59,33,47,21,26,26,normal,0
2978532292,212182966,0,19709570,11769,0,3877382,3046,2,919,738,66,1,0,5,6,107904,65826,2,35,23638974,111254,66657,196,37,23594232,7,6,59,33,47,21,26,26,normal,0
3082363738,212909526,0,19791774,11777,0,3890832,3048,2,919,738,66,1,0,5,6,108258,66078,2,35,23744822,111606,66909,196,37,23700072,7,6,59,33,47,21,26,26,normal,0
3183278638,213610650,0,19871721,11784,0,3903808,3051,2,919,738,66,1,0,5,6,108607,66330,2,35,23851063,111958,67161,196,37,23806012,7,6,59,33,47,21,26,26,normal,0
3284586952,214319230,0,19951928,11792,0,3916928,3052,2,919,738,66,1,0,5,6,108964,66582,2,35,23957222,112313,67413,196,37,23912164,7,6,59,33,47,21,26,26,normal,0
3385295498,215019790,0,20031710,11807,0,3929902,3052,2,919,738,66,1,0,5,6,109318,66834,2,35,24063113,112666,67665,196,37,24017940,7,6,59,33,47,21,26,26,normal,0
3554215728,216199562,0,20165464,11820,0,3951748,3053,2,919,738,66,1,0,5,6,109673,67086,2,35,24169480,113022,67917,196,37,24124199,7,6,59,33,47,21,26,26,normal,0
3669237154,216999308,0,20256583,11828,0,3966559,3053,2,919,738,66,1,0,5,6,110024,67338,2,35,24275482,113373,68169,196,37,24230126,7,6,59,33,47,21,26,26,normal,0
3784701830,217805126,0,20347999,11838,0,3981482,3053,2,919,738,66,1,0,5,6,110376,67590,2,35,24381983,113725,68421,196,37,24336543,7,6,59,33,47,21,26,26,normal,0
3890815276,218545484,0,20432041,11846,0,3995193,3053,2,919,738,66,1,0,5,6,110728,67842,2,35,24487758,114077,68673,196,37,24442228,7,6,59,33,47,21,26,26,normal,0
3991769726,219248408,0,20512018,11853,0,4008211,3053,2,919,738,66,1,0,5,6,111079,68094,2,35,24594190,114428,68925,196,37,24548559,7,6,59,33,47,21,26,26,normal,0
4081429604,219956540,0,20581072,11861,0,4021325,3053,2,919,738,66,1,0,5,6,111434,68346,2,35,24680631,114782,69177,196,37,24634735,7,6,59,33,47,21,26,26,normal,0
