ifInOctets11,ifOutOctets11,ifoutDiscards11,ifInUcastPkts11,ifInNUcastPkts11,ifInDiscards11,ifOutUcastPkts11,ifOutNUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpEstabResets,tcp?ActiveOpens,udpInDatagrams,udpOutDatagrams,udpInErrors,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,ipOutDiscards,ipInDiscards,ipForwDatagrams,ipOutNoRoutes,ipInAddrErrors,icmpInMsgs,icmpInDestUnreachs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps,class
46061219,11218490,0,119002,1702,1,101918,1381,1,69538,72949,331,0,3331,0,342,32992,8688,0,0,264209,80953,120908,0,1,1,0,0,1,1,1,1,1,0,normal
46105029,11244734,0,119364,1707,1,102227,1385,1,69755,73218,332,0,3342,0,343,33026,8704,0,0,264496,81153,121358,0,1,1,0,0,1,1,1,1,1,0,normal
46164600,11280693,0,119553,1713,1,102626,1391,1,69923,73479,333,0,3352,0,344,33062,8736,0,0,264771,81368,121763,0,1,1,0,0,1,1,1,1,1,0,normal
46222572,11307637,0,119950,1718,1,102963,1395,1,70153,73651,334,0,3360,0,345,33092,8763,0,0,265007,81584,122068,0,1,1,0,0,1,1,1,1,1,0,normal
46279932,11343270,0,120186,1722,1,103208,1399,1,70393,73818,335,0,3369,0,346,33122,8789,0,0,265170,81910,122440,0,1,1,0,0,1,1,1,1,1,0,normal
46311098,11373154,0,120478,1730,1,103605,1403,1,70543,74013,336,0,3381,0,347,33161,8819,0,0,265447,82073,122791,0,1,1,0,0,1,1,1,1,1,0,normal
46341254,11395012,0,120770,1738,1,103950,1408,1,70754,74222,337,0,3390,0,348,33192,8843,0,0,265711,82347,123135,0,1,1,0,0,1,1,1,1,1,0,normal
46388500,11430626,0,121119,1742,1,104280,1412,1,70981,74464,338,0,3403,0,349,33222,8865,0,0,266041,82634,123512,0,1,1,0,0,1,1,1,1,1,0,normal
46428123,11465567,0,121449,1747,1,104547,1417,1,71231,74593,339,0,3413,0,350,33253,8896,0,0,266223,82834,123839,0,1,1,0,0,1,1,1,1,1,0,normal
46481148,11498507,0,121755,1753,1,104790,1422,1,71426,74815,340,0,3420,0,351,33294,8920,0,0,266544,83020,124198,0,1,1,0,0,1,1,1,1,1,0,normal
46527755,11519488,0,122047,1759,1,105082,1428,1,71618,75073,341,0,3435,0,352,33323,8945,0,0,266822,83274,124437,0,1,1,0,0,1,1,1,1,1,0,normal
46566496,11545241,0,122294,1763,1,105334,1432,1,71789,75260,342,0,3446,0,353,33356,8973,0,0,267134,83517,124694,0,1,1,0,0,1,1,1,1,1,0,normal
46614154,11577322,0,122557,1769,1,105638,1435,1,72028,75576,343,0,3457,0,354,33391,8995,0,0,267364,83811,125008,0,1,1,0,0,1,1,1,1,1,0,normal
46668915,11612006,0,122883,1775,1,106080,1441,1,72240,75812,344,0,3468,0,355,33414,9024,0,0,267765,84063,125206,0,1,1,0,0,1,1,1,1,1,0,normal
46707857,11655573,0,123278,1780,1,106362,1445,1,72474,76052,345,0,3476,0,356,33442,9040,0,0,268124,84305,125543,0,1,1,0,0,1,1,1,1,1,0,normal
46754873,11679987,0,123677,1785,1,106662,1450,1,72725,76249,346,0,3489,0,357,33475,9062,0,0,268395,84487,125931,0,1,1,0,0,1,1,1,1,1,0,normal
46803073,11716756,0,124020,1792,1,107033,1454,1,72910,76421,347,0,3498,0,358,33513,9081,0,0,268734,84828,126249,0,1,1,0,0,1,1,1,1,1,0,normal
46850599,11738472,0,124400,1796,1,107342,1458,1,73135,76740,348,0,3508,0,359,33543,9107,0,0,269052,85069,126586,0,1,1,0,0,1,1,1,1,1,0,normal
46903423,11762344,0,124713,1801,1,107602,1462,1,73315,76969,349,0,3517,0,360,33587,9143,0,0,269133,85245,126874,0,1,1,0,0,1,1,1,1,1,0,normal
46943071,11789517,0,124934,1806,1,107951,1467,1,73560,77224,350,0,3526,0,361,33615,9165,0,0,269444,85442,127086,0,1,1,0,0,1,1,1,1,1,0,normal
46980260,11824835,0,125248,1811,1,108148,1471,1,73783,77514,351,0,3537,0,362,33652,9187,0,0,269703,85744,127360,0,1,1,0,0,1,1,1,1,1,0,normal
47037544,11847536,0,125471,1816,1,108375,1475,1,74011,77711,352,0,3548,0,363,33677,9212,0,0,270088,85978,127769,0,1,1,0,0,1,1,1,1,1,0,normal
47079325,11875805,0,125807,1822,1,108722,1478,1,74249,77987,353,0,3561,0,364,33715,9235,0,0,270309,86170,128010,0,1,1,0,0,1,1,1,1,1,0,normal
47141409,11902798,0,125956,1828,1,109096,1483,1,74386,78197,354,0,3572,0,365,33746,9255,0,0,270617,86420,128401,0,1,1,0,0,1,1,1,1,1,0,normal
47175200,11930744,0,126256,1833,1,109380,1488,1,74522,78362,355,0,3586,0,366,33782,9285,0,0,270836,86597,128782,0,1,1,0,0,1,1,1,1,1,0,normal
47212707,11955678,0,126525,1838,1,109736,1491,1,74716,78651,356,0,3598,0,367,33808,9314,0,0,271169,86783,128977,0,1,1,0,0,1,1,1,1,1,0,normal
47942699,11998276,0,139124,1844,1,109960,1495,1,74945,78884,357,0,3609,0,368,33854,9338,0,0,271544,87081,142377,0,1,1,0,0,1,1,1,1,1,0,httpFlood
48511526,12023471,0,152579,1847,1,110181,1499,1,75084,79031,358,0,3620,0,369,33892,9363,0,0,271865,87356,158253,0,1,1,0,0,1,1,1,1,1,0,httpFlood
49355134,12059770,0,165560,1852,1,110352,1502,1,75266,79313,359,0,3633,0,370,33931,9381,0,0,272177,87544,173294,0,1,1,0,0,1,1,1,1,1,0,httpFlood
49775007,12099926,0,181135,1858,1,110699,1507,1,75431,79472,360,0,3642,0,371,33976,9404,0,0,272446,87737,186647,0,1,1,0,0,1,1,1,1,1,0,httpFlood
50982992,12135320,0,198163,1862,1,111024,1511,1,75643,79666,361,0,3650,0,372,34020,9435,0,0,272728,88001,201994,0,1,1,0,0,1,1,1,1,1,0,httpFlood
51940233,12176417,0,205599,1869,1,111388,1515,1,75898,79817,362,0,3661,0,373,34062,9467,0,0,273005,88223,215206,0,1,1,0,0,1,1,1,1,1,0,httpFlood
53086827,12205655,0,216354,1875,1,111695,1519,1,76082,79986,363,0,3672,0,374,34091,9490,0,0,273261,88438,229424,0,1,1,0,0,1,1,1,1,1,0,httpFlood
53136846,12238877,0,216511,1879,1,111958,1524,1,76236,80161,364,0,3685,0,375,34122,9518,0,0,273527,88717,229740,0,1,1,0,0,1,1,1,1,1,0,normal
53168757,12267517,0,216899,1884,1,112247,1528,1,76428,80431,365,0,3690,0,376,34161,9546,0,0,273754,88934,230026,0,1,1,0,0,1,1,1,1,1,0,normal
53222752,12301220,0,217149,1888,1,112643,1532,1,76648,80697,366,0,3698,0,377,34199,9572,0,0,274045,89220,230357,0,1,1,0,0,1,1,1,1,1,0,normal
53271607,12335015,0,217424,1894,1,113012,1536,1,76868,80933,367,0,3708,0,378,34222,9590,0,0,274380,89450,230657,0,1,1,0,0,1,1,1,1,1,0,normal
53328360,12366383,0,217806,1900,1,113416,1541,1,77079,81179,368,0,3715,0,379,34261,9616,0,0,274688,89673,230807,0,1,1,0,0,1,1,1,1,1,0,normal
53378796,12395635,0,218095,1906,1,113756,1545,1,77312,81380,369,0,3725,0,380,34297,9642,0,0,274987,89884,231125,0,1,1,0,0,1,1,1,1,1,0,normal
53434326,12423868,0,218433,1911,1,114137,1549,1,77542,81523,370,0,3737,0,381,34328,9658,0,0,275259,90107,231451,0,1,1,0,0,1,1,1,1,1,0,normal
53478578,12462499,0,218777,1916,1,114391,1551,1,77757,81745,371,0,3746,0,382,34369,9677,0,0,275578,90388,231647,0,1,1,0,0,1,1,1,1,1,0,normal
53514528,12488651,0,219175,1921,1,114736,1556,1,77984,82037,372,0,3760,0,384,34413,9715,0,0,275880,90582,231957,0,1,1,0,0,1,1,1,1,1,0,normal
53553126,12535111,0,219487,1926,1,115016,1559,1,78206,82219,373,0,3771,0,385,34447,9741,0,0,276186,90829,232265,0,1,1,0,0,1,1,1,1,1,0,normal
53595985,12569183,0,219735,1932,1,115311,1563,1,78360,82381,374,0,3784,0,386,34490,9764,0,0,276435,91046,232576,0,1,1,0,0,1,1,1,1,1,0,normal
53646490,12595239,0,220069,1938,1,115521,1568,1,78546,82598,375,0,3795,0,387,34533,9782,0,0,276708,91409,232923,0,1,1,0,0,1,1,1,1,1,0,normal
53697271,12641946,0,220371,1942,1,115809,1571,1,78673,82898,376,0,3806,0,388,34569,9804,0,0,276920,91640,233243,0,1,1,0,0,1,1,1,1,1,0,normal
53755101,12676552,0,220708,1948,1,116061,1575,1,78925,83068,377,0,3814,0,389,34610,9831,0,0,277186,91891,233548,0,1,1,0,0,1,1,1,1,1,0,normal
53795296,12714627,0,221067,1952,1,116301,1580,1,79149,83276,378,0,3826,0,390,34651,9849,0,0,277473,92102,233827,0,1,1,0,0,1,1,1,1,1,0,normal
53837955,12751994,0,221376,1959,1,116622,1586,1,79333,83553,379,0,3835,0,391,34689,9869,0,0,277745,92361,234171,0,1,1,0,0,1,1,1,1,1,0,normal
53873159,12788917,0,221614,1964,1,116872,1590,1,79574,83754,380,0,3843,0,392,34730,9896,0,0,278062,92586,234474,0,1,1,0,0,1,1,1,1,1,0,normal
53925643,12825312,0,221862,1969,1,117087,1595,1,79784,83964,381,0,3853,0,393,34765,9927,0,0,278388,92876,234879,0,1,1,0,0,1,1,1,1,1,0,normal
53957031,12857636,0,222153,1974,1,117341,1599,1,80039,84227,382,0,3863,0,394,34810,9947,0,0,278723,93070,235225,0,1,1,0,0,1,1,1,1,1,0,normal
53993207,12890431,0,222412,1981,1,117653,1603,1,80203,84357,383,0,3872,0,395,34843,9967,0,0,278970,93274,235597,0,1,1,0,0,1,1,1,1,1,0,normal
54037433,12932006,0,222709,1987,1,117959,1607,1,80407,84567,384,0,3881,0,396,34880,9991,0,0,279237,93489,235930,0,1,1,0,0,1,1,1,1,1,0,normal
54095290,12951578,0,223028,1992,1,118105,1611,1,80628,84831,385,0,3892,0,397,34920,10021,0,0,279668,93647,236184,0,1,1,0,0,1,1,1,1,1,0,normal
54140577,12988188,0,223316,1997,1,118453,1616,1,80857,84989,386,0,3903,0,398,34955,10041,0,0,279963,93904,236506,0,1,1,0,0,1,1,1,1,1,0,normal
54188329,13026197,0,223628,2003,1,118709,1619,1,81091,85211,387,0,3916,0,399,34997,10058,0,0,280218,94128,236821,0,1,1,0,0,1,1,1,1,1,0,normal
54237274,13070059,0,223949,2008,1,118983,1622,1,81264,85445,388,0,3928,0,400,35037,10086,0,0,280574,94272,237137,0,1,1,0,0,1,1,1,1,1,0,normal
54286786,13097729,0,224106,2013,1,119322,1625,1,81404,85682,390,0,3939,0,401,35083,10118,0,0,280862,94569,237529,0,1,1,0,0,1,1,1,1,1,0,normal
54331934,13126554,0,224383,2019,1,119621,1629,1,81604,85911,391,0,3950,0,402,35122,10139,0,0,281059,94800,237794,0,1,1,0,0,1,1,1,1,1,0,normal
54391763,13167406,0,224760,2023,1,120036,1634,1,81820,86107,392,0,3957,0,403,35170,10166,0,0,281344,95003,238151,0,1,1,0,0,1,1,1,1,1,0,normal
54456613,13194864,0,225143,2030,1,120380,1638,1,82062,86378,393,0,3969,0,404,35198,10200,0,0,281593,95251,238562,0,1,1,0,0,1,1,1,1,1,0,normal
54499095,13233366,0,225441,2035,1,120657,1641,1,82286,86650,394,0,3978,0,405,35238,10228,0,0,281860,95511,238833,0,1,1,0,0,1,1,1,1,1,0,normal
54546935,13266187,0,225741,2041,1,120975,1645,1,82506,86869,395,0,3989,0,406,35272,10250,0,0,282161,95759,239191,0,1,1,0,0,1,1,1,1,1,0,normal
54597614,13289430,0,226080,2048,1,121369,1650,1,82711,87084,396,0,4000,0,407,35306,10277,0,0,282429,96003,239558,0,1,1,0,0,1,1,1,1,1,0,normal
54634544,13327199,0,226456,2054,1,121624,1652,1,82934,87348,397,0,4008,0,408,35330,10305,0,0,282789,96263,239985,0,1,1,0,0,1,1,1,1,1,0,normal
54684089,13366469,0,226682,2059,1,121957,1657,1,83056,87690,398,0,4020,0,409,35354,10335,0,0,283038,96549,240291,0,1,1,0,0,1,1,1,1,1,0,normal
54731728,13403572,0,226970,2062,1,122246,1661,1,83217,87821,399,0,4028,0,410,35378,10362,0,0,283359,96784,240598,0,1,1,0,0,1,1,1,1,1,0,normal
54774402,13441175,0,227182,2068,1,122598,1665,1,83362,88049,400,0,4037,0,411,35414,10384,0,0,283681,97015,240876,0,1,1,0,0,1,1,1,1,1,0,normal
54815631,13470155,0,227452,2072,1,122975,1668,1,83513,88250,401,0,4047,0,412,35444,10409,0,0,283908,97222,241167,0,1,1,0,0,1,1,1,1,1,0,normal
54865159,13494424,0,227684,2077,1,123180,1672,1,83732,88466,402,0,4056,0,413,35471,10424,0,0,284281,97412,241472,0,1,1,0,0,1,1,1,1,1,0,normal
54926298,13526018,0,227975,2081,1,123462,1675,1,83932,88657,403,0,4065,0,414,35498,10447,0,0,284553,97611,241763,0,1,1,0,0,1,1,1,1,1,0,normal
54956021,13556427,0,228330,2085,1,123784,1680,1,84139,88847,404,0,4077,0,415,35529,10473,0,0,284838,97852,242162,0,1,1,0,0,1,1,1,1,1,0,normal
58742976,13588967,0,228549,2091,1,124075,1686,1,84338,89086,405,0,4087,0,416,39426,10507,0,0,323591,97988,242388,0,1,1,0,0,1,1,1,1,1,0,udp-flood
64196152,13627420,0,228812,2095,1,124358,1691,1,84539,89286,406,0,4094,0,417,41811,10538,0,0,359677,98191,242584,0,1,1,0,0,1,1,1,1,1,0,udp-flood
69395804,13657696,0,229114,2100,1,124744,1695,1,84686,89546,407,0,4103,0,418,44575,10560,0,0,390360,98470,242856,0,1,1,0,0,1,1,1,1,1,0,udp-flood
69429771,13678685,0,229468,2105,1,124997,1699,1,84862,89777,408,0,4110,0,419,44622,10590,0,0,390718,98666,243196,0,1,1,0,0,1,1,1,1,1,0,normal
69476170,13719761,0,229797,2108,1,125328,1702,1,84980,89958,409,0,4120,0,420,44655,10621,0,0,390957,98985,243467,0,1,1,0,0,1,1,1,1,1,0,normal
69524230,13751812,0,230095,2115,1,125493,1706,1,85237,90121,410,0,4132,0,421,44695,10646,0,0,391303,99230,243784,0,1,1,0,0,1,1,1,1,1,0,normal
69572296,13782044,0,230333,2120,1,125764,1711,1,85382,90331,411,0,4142,0,422,44736,10663,0,0,391532,99488,244126,0,1,1,0,0,1,1,1,1,1,0,normal
69622904,13816180,0,230621,2126,1,126051,1713,1,85578,90572,412,0,4154,0,423,44771,10684,0,0,391834,99741,244466,0,1,1,0,0,1,1,1,1,1,0,normal
69668128,13848421,0,230885,2132,1,126400,1717,1,85766,90834,413,0,4165,0,424,44805,10713,0,0,392246,99953,244693,0,1,1,0,0,1,1,1,1,1,0,normal
69713346,13873165,0,231294,2137,1,126747,1722,1,86019,91027,414,0,4177,0,425,44830,10740,0,0,392467,100136,245041,0,1,1,0,0,1,1,1,1,1,0,normal
69768424,13911083,0,231574,2142,1,127092,1725,1,86281,91288,415,0,4187,0,426,44859,10774,0,0,392652,100372,245297,0,1,1,0,0,1,1,1,1,1,0,normal
69816267,13940511,0,231992,2146,1,127350,1728,1,86506,91554,416,0,4198,0,428,44887,10793,0,0,392974,100622,245587,0,1,1,0,0,1,1,1,1,1,0,normal
69863578,13966573,0,232255,2150,1,127733,1733,1,86738,91816,417,0,4207,0,429,44905,10817,0,0,393323,100902,245896,0,1,1,0,0,1,1,1,1,1,0,normal
69908320,13993499,0,232621,2153,1,127982,1738,1,86975,92053,418,0,4217,0,430,44925,10836,0,0,393673,101110,246156,0,1,1,0,0,1,1,1,1,1,0,normal
69950609,14032046,0,232927,2160,1,128397,1742,1,87191,92215,419,0,4230,0,431,44955,10862,0,0,393950,101419,246506,0,1,1,0,0,1,1,1,1,1,0,normal
69992368,14070833,0,233352,2165,1,128712,1745,1,87363,92527,420,0,4242,0,432,44981,10887,0,0,394281,101623,246741,0,1,1,0,0,1,1,1,1,1,0,normal
70032197,14107172,0,233659,2172,1,129008,1750,1,87605,92769,421,0,4252,0,433,45011,10909,0,0,394607,101857,247069,0,1,1,0,0,1,1,1,1,1,0,normal
70077783,14144718,0,233935,2177,1,129257,1755,1,102780,92999,462,0,4261,0,434,45047,10933,0,0,394849,102059,247391,0,1,1,0,0,1,1,1,1,1,0,tcp-syn
70121350,14174650,0,234201,2183,1,129618,1758,1,117532,93198,494,0,4271,0,435,45085,10954,0,0,395139,102232,247716,0,1,1,0,0,1,1,1,1,1,0,tcp-syn
70161512,14206144,0,234535,2189,1,129852,1761,1,131851,93411,569,0,4278,0,436,45116,10985,0,0,395383,102490,247984,0,1,1,0,0,1,1,1,1,1,0,tcp-syn
70209135,14227752,0,234888,2194,1,130169,1764,1,143050,93643,626,0,4288,0,437,45146,11010,0,0,395639,102752,248411,0,1,1,0,0,1,1,1,1,1,0,tcp-syn
70255849,14260317,0,235047,2199,1,130508,1767,1,160348,93754,700,0,4298,0,438,45195,11039,0,0,395964,102990,248747,0,1,1,0,0,1,1,1,1,1,0,tcp-syn
70320810,14303838,0,235329,2204,1,130807,1770,1,160572,93993,701,0,4308,0,439,45223,11069,0,0,396289,103150,249146,0,1,1,0,0,1,1,1,1,1,0,normal
70368257,14330277,0,235598,2209,1,131074,1774,1,160793,94207,702,0,4318,0,440,45256,11099,0,0,396517,103365,249431,0,1,1,0,0,1,1,1,1,1,0,normal
70401980,14366960,0,235951,2216,1,131245,1779,1,160993,94406,703,0,4328,0,441,45298,11120,0,0,396860,103572,249710,0,1,1,0,0,1,1,1,1,1,0,normal
70441924,14402788,0,236226,2221,1,131560,1783,1,161194,94593,704,0,4339,0,442,45338,11137,0,0,397053,103875,250104,0,1,1,0,0,1,1,1,1,1,0,normal
70490640,14425182,0,236559,2226,1,131903,1787,1,161417,94842,705,0,4350,0,443,45373,11156,0,0,397458,104103,250398,0,1,1,0,0,1,1,1,1,1,0,normal
70524131,14462548,0,236763,2232,1,132253,1791,1,161552,95052,706,0,4359,0,444,45407,11177,0,0,397697,104394,250680,0,1,1,0,0,1,1,1,1,1,0,normal
70567496,14498941,0,236982,2237,1,132580,1796,1,161717,95313,707,0,4371,0,445,45439,11201,0,0,397952,104546,251010,0,1,1,0,0,1,1,1,1,1,0,normal
70616597,14534239,0,237186,2240,1,132962,1799,1,161907,95510,708,0,4379,0,446,45469,11228,0,0,398265,104745,251380,0,1,1,0,0,1,1,1,1,1,0,normal
70656900,14576163,0,237507,2245,1,133270,1803,1,162122,95718,709,0,4389,0,448,45500,11258,0,0,398512,104992,251721,0,1,1,0,0,1,1,1,1,1,0,normal
70710167,14616661,0,237869,2250,1,133635,1806,1,162324,95920,710,0,4398,0,449,45527,11292,0,0,398851,105251,251912,0,1,1,0,0,1,1,1,1,1,0,normal
70750357,14658732,0,238063,2254,1,133851,1810,1,162504,96192,711,0,4406,0,450,45558,11312,0,0,399201,105488,252255,0,1,1,0,0,1,1,1,1,1,0,normal
70796501,14691036,0,238389,2257,1,134108,1813,1,162789,96405,712,0,4415,0,452,45596,11337,0,0,399535,105811,252609,0,1,1,0,0,1,1,1,1,1,0,normal
70827337,14713072,0,238744,2262,1,134433,1816,1,163013,96586,713,0,4422,0,453,45631,11363,0,0,399843,106027,252896,0,1,1,0,0,1,1,1,1,1,0,normal
70875525,14738158,0,239023,2267,1,134767,1819,1,163238,96752,714,0,4431,0,454,45659,11387,0,0,400072,106218,253241,0,1,1,0,0,1,1,1,1,1,0,normal
70925092,14767941,0,239177,2272,1,135166,1823,1,163447,96966,715,0,4440,0,455,45696,11408,0,0,400379,106437,253518,0,1,1,0,0,1,1,1,1,1,0,normal
70963766,14796777,0,239503,2277,1,135417,1826,1,163559,97193,716,0,4450,0,456,45747,11432,0,0,400741,106674,253818,0,1,1,0,0,1,1,1,1,1,0,normal
71014901,14843178,0,239820,2281,1,135668,1829,1,163706,97399,717,0,4460,0,457,45779,11458,0,0,401012,107014,254133,0,1,1,0,0,1,1,1,1,1,0,normal
71038952,14860719,0,240126,2286,1,136018,1833,1,163992,97545,718,0,4469,0,458,45819,11489,0,0,401303,107226,254447,0,1,1,0,0,1,1,1,1,1,0,normal
71096233,14890449,0,240447,2290,1,136451,1837,1,164253,97765,719,0,4480,0,459,45851,11518,0,0,401685,107425,254770,0,1,1,0,0,1,1,1,1,1,0,normal
71139604,14930924,0,240720,2295,1,136840,1840,1,164406,97926,720,0,4489,0,460,45880,11535,0,0,402067,107615,255126,0,1,1,0,0,1,1,1,1,1,0,normal
71189518,14947465,0,240998,2300,1,137147,1844,1,164610,98197,721,0,4501,0,461,45909,11559,0,0,402392,107735,255318,0,1,1,0,0,1,1,1,1,1,0,normal
71232351,14973164,0,241294,2305,1,137307,1848,1,164875,98393,722,0,4513,0,462,45942,11588,0,0,402633,108005,255590,0,1,1,0,0,1,1,1,1,1,0,normal
71276518,15001496,0,241608,2310,1,137632,1852,1,165058,98575,723,0,4524,0,463,45968,11619,0,0,402834,108283,255766,0,1,1,0,0,1,1,1,1,1,0,normal
71314579,15038753,0,241997,2315,1,137905,1857,1,165233,98800,724,0,4531,0,464,46006,11644,0,0,403004,108580,256155,0,1,1,0,0,1,1,1,1,1,0,normal
71344681,15077470,0,242282,2320,1,138153,1861,1,165427,98963,725,0,4536,0,465,46040,11671,0,0,403189,108838,256502,0,1,1,0,0,1,1,1,1,1,0,normal
71392762,15094773,0,242568,2327,1,138530,1865,1,165578,99133,726,0,4548,0,466,46079,11688,0,0,403468,109031,256774,0,1,1,0,0,1,1,1,1,1,0,normal
71448076,15130120,0,242901,2332,1,138682,1869,1,165706,99388,727,0,4560,0,467,46111,11716,0,0,403848,109267,257098,0,1,1,0,0,1,1,1,1,1,0,normal
71504545,15158487,0,243198,2337,1,138956,1874,1,165909,99562,728,0,4567,0,468,46143,11740,0,0,404095,109487,257436,0,1,1,0,0,1,1,1,1,1,0,normal
71557516,15198028,0,243497,2342,1,139110,1879,1,166083,99776,729,0,4575,0,469,46189,11762,0,0,404355,109751,257662,0,1,1,0,0,1,1,1,1,1,0,normal
71604921,15231459,0,243769,2347,1,139397,1884,1,166359,100064,730,0,4582,0,470,46215,11778,0,0,404619,109894,258074,0,1,1,0,0,1,1,1,1,1,0,normal
71658412,15254081,0,243958,2353,1,139699,1887,1,166546,100294,731,0,4593,0,471,46252,11808,0,0,404926,110196,258338,0,1,1,0,0,1,1,1,1,1,0,normal
71704774,15289250,0,244087,2359,1,139979,1892,1,166742,100449,732,0,4606,0,472,46284,11833,0,0,405117,110334,258578,0,1,1,0,0,1,1,1,1,1,0,normal
71753446,15334621,0,244485,2364,1,140296,1896,1,166944,100726,733,0,4619,0,473,46318,11860,0,0,405399,110586,258780,0,1,1,0,0,1,1,1,1,1,0,normal
71800466,15371294,0,244815,2370,1,140621,1901,1,167188,100973,734,0,4629,0,474,46350,11883,0,0,405724,110797,259129,0,1,1,0,0,1,1,1,1,1,0,normal
71839586,15403064,0,245150,2375,1,140973,1906,1,167373,101185,735,0,4639,0,475,46379,11911,0,0,405958,111017,259429,0,1,1,0,0,1,1,1,1,1,0,normal
71891505,15439388,0,245524,2381,1,141336,1911,1,167581,101405,736,0,4651,0,476,46408,11948,0,0,406234,111236,259749,0,1,1,0,0,1,1,1,1,1,0,normal
71927018,15476827,0,245743,2385,1,141611,1917,1,167773,101609,737,0,4659,0,477,46444,11975,0,0,406488,111521,260013,0,1,1,0,0,1,1,1,1,1,0,normal
71969203,15510053,0,245950,2390,1,141946,1919,1,168054,101861,738,0,4669,0,478,46479,12006,0,0,406798,111717,260308,0,1,1,0,0,1,1,1,1,1,0,normal
72004331,15543700,0,246119,2396,1,142217,1923,1,168248,102100,739,0,4680,0,479,46521,12038,0,0,407057,111826,260612,0,1,1,0,0,1,1,1,1,1,0,normal
72060218,15596362,0,246404,2402,1,142451,1928,1,168420,102282,740,0,4690,0,480,46559,12058,0,0,407298,112072,260912,0,1,1,0,0,1,1,1,1,1,0,normal
72093187,15627018,0,246714,2406,1,142693,1932,1,168636,102418,741,0,4701,0,481,46585,12082,0,0,407576,112385,261101,0,1,1,0,0,1,1,1,1,1,0,normal
72135676,15659229,0,247011,2411,1,143019,1936,1,168739,102609,742,0,4712,0,482,46625,12101,0,0,407866,112625,261422,0,1,1,0,0,1,1,1,1,1,0,normal
72188096,15686588,0,247353,2415,1,143260,1940,1,168942,102846,743,0,4722,0,483,46656,12123,0,0,408044,112899,261739,0,1,1,0,0,1,1,1,1,1,0,normal
72238455,15733607,0,247545,2422,1,143516,1945,1,169128,103019,744,0,4732,0,484,46692,12144,0,0,408385,113104,262095,0,1,1,0,0,1,1,1,1,1,0,normal
72277808,15774603,0,247862,2428,1,143825,1946,1,169258,103259,745,0,4743,0,485,46725,12164,0,0,408743,113327,262374,0,1,1,0,0,1,1,1,1,1,0,normal
72319319,15800587,0,248177,2432,1,144099,1950,1,169436,103437,746,0,4756,0,486,46752,12190,0,0,409045,113496,262617,0,1,1,0,0,1,1,1,1,1,0,normal
72362683,15844469,0,248482,2437,1,144395,1954,1,169646,103736,747,0,4766,0,487,46783,12215,0,0,409342,113808,263005,0,1,1,0,0,1,1,1,1,1,0,normal
72411576,15877776,0,248803,2442,1,144651,1959,1,169781,103984,748,0,4776,0,488,46808,12240,0,0,409616,114048,263178,0,1,1,0,0,1,1,1,1,1,0,normal
72463551,15916062,0,249091,2447,1,145029,1965,1,169954,104265,749,0,4789,0,489,46840,12272,0,0,409849,114231,263471,0,1,1,0,0,1,1,1,1,1,0,normal
72517579,15946486,0,249466,2452,1,145335,1969,1,170133,104506,750,0,4796,0,490,46863,12299,0,0,410260,114588,263771,0,1,1,0,0,1,1,1,1,1,0,normal
72564210,15979914,0,249793,2458,1,145574,1974,1,170391,104732,751,0,4805,0,491,46897,12327,0,0,410450,114890,264104,0,1,1,0,0,1,1,1,1,1,0,normal
72607563,16009982,0,250081,2463,1,145884,1978,1,170561,104954,752,0,4815,0,492,46939,12356,0,0,410731,115146,264448,0,1,1,0,0,1,1,1,1,1,0,normal
72658142,16036587,0,250392,2468,1,146126,1983,1,170723,105201,753,0,4825,0,493,46969,12377,0,0,411089,115352,264727,0,1,1,0,0,1,1,1,1,1,0,normal
72710674,16057761,0,250773,2474,1,146482,1987,1,170938,105394,754,0,4834,0,494,47009,12415,0,0,411432,115636,264967,0,1,1,0,0,1,1,1,1,1,0,normal
72750258,16094398,0,251045,2478,1,146692,1991,1,171109,105575,755,0,4844,0,495,47038,12434,0,0,411620,115788,265274,0,1,1,0,0,1,1,1,1,1,0,normal
72804978,16115085,0,251418,2485,1,147019,1994,1,171279,105714,756,0,4853,0,496,47075,12459,0,0,411971,116014,265588,0,1,1,0,0,1,1,1,1,1,0,normal
72847604,16146361,0,251799,2491,1,147324,1996,1,171498,105972,757,0,4864,0,497,47110,12485,0,0,412262,116331,265874,0,1,1,0,0,1,1,1,1,1,0,normal
72887169,16163679,0,252127,2496,1,147683,2000,1,171693,106248,758,0,4873,0,498,47139,12507,0,0,412699,116564,266241,0,1,1,0,0,1,1,1,1,1,0,normal
72936935,16191350,0,252471,2499,1,147920,2004,1,171913,106419,759,0,4885,0,499,47180,12540,0,0,413097,116814,266574,0,1,1,0,0,1,1,1,1,1,0,normal
72965976,16215828,0,252782,2504,1,148216,2008,1,172096,106638,760,0,4897,0,500,47217,12563,0,0,413381,117069,266863,0,1,1,0,0,1,1,1,1,1,0,normal
73010354,16237779,0,253225,2512,1,148550,2013,1,172300,106882,761,0,4905,0,501,47271,12587,0,0,413579,117258,267120,0,1,1,0,0,1,1,1,1,1,0,normal
